sample_lib,Block,Input Conc.,captured_lib,Bait,sequencing_lib,sequencing_run,fastq_file,fastq_path,bam_bai_file,bam_file,bam_bai_file_path,bam_file_path,matching_normal_sl,area_type
DM_99_Tumor,,,BB31_CL,NimV2mix4,BB31_SeqL,Nimblegen26_BB31,"{'DM_99_Tumor_CACCTC_L002_R1_001.fastq.gz': '5d350a6b3393ac2d049939aab4fbb824', 'DM_99_Tumor_CACCTC_L002_R1_002.fastq.gz': 'd24823292c85054f86ad37afd03aa18e', 'DM_99_Tumor_CACCTC_L002_R1_003.fastq.gz': 'fd21ae59d207a1d1f3101ede06b78087', 'DM_99_Tumor_CACCTC_L002_R1_004.fastq.gz': 'ef398322356ed12f0b7ea849c2e22655', 'DM_99_Tumor_CACCTC_L002_R2_001.fastq.gz': '3ae06fb458bf88a450ab1f0aec73f22b', 'DM_99_Tumor_CACCTC_L002_R2_002.fastq.gz': '9c8158d47fc042917da95f76e635dd47', 'DM_99_Tumor_CACCTC_L002_R2_003.fastq.gz': '3ddd79bb8def277435bfd058507c073c', 'DM_99_Tumor_CACCTC_L002_R2_004.fastq.gz': '492ff89fadc6159536cae0f781d7e98c'}",HiSeqData/Nimblegen26_BB31/Project_Bastian-Lab-BB31/Sample_DM_99_Tumor,,,,,DM_99_Normal,Tumor
DM_99_Tumor,,,BB31_CL,NimV2mix4,BB31_SeqL,Nimblegen26_BB31,"{'DM_99_Tumor_CACCTC_L002_R1_001.fastq.gz': '5d350a6b3393ac2d049939aab4fbb824', 'DM_99_Tumor_CACCTC_L002_R1_002.fastq.gz': 'd24823292c85054f86ad37afd03aa18e', 'DM_99_Tumor_CACCTC_L002_R1_003.fastq.gz': 'fd21ae59d207a1d1f3101ede06b78087', 'DM_99_Tumor_CACCTC_L002_R1_004.fastq.gz': 'ef398322356ed12f0b7ea849c2e22655', 'DM_99_Tumor_CACCTC_L002_R2_001.fastq.gz': '3ae06fb458bf88a450ab1f0aec73f22b', 'DM_99_Tumor_CACCTC_L002_R2_002.fastq.gz': '9c8158d47fc042917da95f76e635dd47', 'DM_99_Tumor_CACCTC_L002_R2_003.fastq.gz': '3ddd79bb8def277435bfd058507c073c', 'DM_99_Tumor_CACCTC_L002_R2_004.fastq.gz': '492ff89fadc6159536cae0f781d7e98c'}",HiSeqData/Nimblegen26_BB31/Project_Bastian-Lab-BB31/Sample_DM_99_Tumor,,,,,DM_99_Normal,Tumor
DM_99_Tumor,,,BB31_CL,NimV2mix4,BB31_SeqL,Nimblegen26_BB31,"{'DM_99_Tumor_CACCTC_L002_R1_001.fastq.gz': '5d350a6b3393ac2d049939aab4fbb824', 'DM_99_Tumor_CACCTC_L002_R1_002.fastq.gz': 'd24823292c85054f86ad37afd03aa18e', 'DM_99_Tumor_CACCTC_L002_R1_003.fastq.gz': 'fd21ae59d207a1d1f3101ede06b78087', 'DM_99_Tumor_CACCTC_L002_R1_004.fastq.gz': 'ef398322356ed12f0b7ea849c2e22655', 'DM_99_Tumor_CACCTC_L002_R2_001.fastq.gz': '3ae06fb458bf88a450ab1f0aec73f22b', 'DM_99_Tumor_CACCTC_L002_R2_002.fastq.gz': '9c8158d47fc042917da95f76e635dd47', 'DM_99_Tumor_CACCTC_L002_R2_003.fastq.gz': '3ddd79bb8def277435bfd058507c073c', 'DM_99_Tumor_CACCTC_L002_R2_004.fastq.gz': '492ff89fadc6159536cae0f781d7e98c'}",HiSeqData/Nimblegen26_BB31/Project_Bastian-Lab-BB31/Sample_DM_99_Tumor,,,,,DM_99_Normal,Tumor
DM_99_Tumor,,,BB31_CL,NimV2mix3,BB31_SeqL,Nimblegen26_BB31,"{'DM_99_Tumor_CACCTC_L002_R1_001.fastq.gz': '5d350a6b3393ac2d049939aab4fbb824', 'DM_99_Tumor_CACCTC_L002_R1_002.fastq.gz': 'd24823292c85054f86ad37afd03aa18e', 'DM_99_Tumor_CACCTC_L002_R1_003.fastq.gz': 'fd21ae59d207a1d1f3101ede06b78087', 'DM_99_Tumor_CACCTC_L002_R1_004.fastq.gz': 'ef398322356ed12f0b7ea849c2e22655', 'DM_99_Tumor_CACCTC_L002_R2_001.fastq.gz': '3ae06fb458bf88a450ab1f0aec73f22b', 'DM_99_Tumor_CACCTC_L002_R2_002.fastq.gz': '9c8158d47fc042917da95f76e635dd47', 'DM_99_Tumor_CACCTC_L002_R2_003.fastq.gz': '3ddd79bb8def277435bfd058507c073c', 'DM_99_Tumor_CACCTC_L002_R2_004.fastq.gz': '492ff89fadc6159536cae0f781d7e98c'}",HiSeqData/Nimblegen26_BB31/Project_Bastian-Lab-BB31/Sample_DM_99_Tumor,,,,,DM_99_Normal,Tumor
DM_99_Tumor,,,BB31_CL,NimV2mix3,BB31_SeqL,Nimblegen26_BB31,"{'DM_99_Tumor_CACCTC_L002_R1_001.fastq.gz': '5d350a6b3393ac2d049939aab4fbb824', 'DM_99_Tumor_CACCTC_L002_R1_002.fastq.gz': 'd24823292c85054f86ad37afd03aa18e', 'DM_99_Tumor_CACCTC_L002_R1_003.fastq.gz': 'fd21ae59d207a1d1f3101ede06b78087', 'DM_99_Tumor_CACCTC_L002_R1_004.fastq.gz': 'ef398322356ed12f0b7ea849c2e22655', 'DM_99_Tumor_CACCTC_L002_R2_001.fastq.gz': '3ae06fb458bf88a450ab1f0aec73f22b', 'DM_99_Tumor_CACCTC_L002_R2_002.fastq.gz': '9c8158d47fc042917da95f76e635dd47', 'DM_99_Tumor_CACCTC_L002_R2_003.fastq.gz': '3ddd79bb8def277435bfd058507c073c', 'DM_99_Tumor_CACCTC_L002_R2_004.fastq.gz': '492ff89fadc6159536cae0f781d7e98c'}",HiSeqData/Nimblegen26_BB31/Project_Bastian-Lab-BB31/Sample_DM_99_Tumor,,,,,DM_99_Normal,Tumor
DM_99_Tumor,,,BB31_CL,NimV2mix3,BB31_SeqL,Nimblegen26_BB31,"{'DM_99_Tumor_CACCTC_L002_R1_001.fastq.gz': '5d350a6b3393ac2d049939aab4fbb824', 'DM_99_Tumor_CACCTC_L002_R1_002.fastq.gz': 'd24823292c85054f86ad37afd03aa18e', 'DM_99_Tumor_CACCTC_L002_R1_003.fastq.gz': 'fd21ae59d207a1d1f3101ede06b78087', 'DM_99_Tumor_CACCTC_L002_R1_004.fastq.gz': 'ef398322356ed12f0b7ea849c2e22655', 'DM_99_Tumor_CACCTC_L002_R2_001.fastq.gz': '3ae06fb458bf88a450ab1f0aec73f22b', 'DM_99_Tumor_CACCTC_L002_R2_002.fastq.gz': '9c8158d47fc042917da95f76e635dd47', 'DM_99_Tumor_CACCTC_L002_R2_003.fastq.gz': '3ddd79bb8def277435bfd058507c073c', 'DM_99_Tumor_CACCTC_L002_R2_004.fastq.gz': '492ff89fadc6159536cae0f781d7e98c'}",HiSeqData/Nimblegen26_BB31/Project_Bastian-Lab-BB31/Sample_DM_99_Tumor,,,,,DM_99_Normal,Tumor
DM_99_Tumor,,,BB31_CL,NimV2mix3,BB31_SeqL,Nimblegen26_BB31,"{'DM_99_Tumor_CACCTC_L002_R1_001.fastq.gz': '5d350a6b3393ac2d049939aab4fbb824', 'DM_99_Tumor_CACCTC_L002_R1_002.fastq.gz': 'd24823292c85054f86ad37afd03aa18e', 'DM_99_Tumor_CACCTC_L002_R1_003.fastq.gz': 'fd21ae59d207a1d1f3101ede06b78087', 'DM_99_Tumor_CACCTC_L002_R1_004.fastq.gz': 'ef398322356ed12f0b7ea849c2e22655', 'DM_99_Tumor_CACCTC_L002_R2_001.fastq.gz': '3ae06fb458bf88a450ab1f0aec73f22b', 'DM_99_Tumor_CACCTC_L002_R2_002.fastq.gz': '9c8158d47fc042917da95f76e635dd47', 'DM_99_Tumor_CACCTC_L002_R2_003.fastq.gz': '3ddd79bb8def277435bfd058507c073c', 'DM_99_Tumor_CACCTC_L002_R2_004.fastq.gz': '492ff89fadc6159536cae0f781d7e98c'}",HiSeqData/Nimblegen26_BB31/Project_Bastian-Lab-BB31/Sample_DM_99_Tumor,,,,,DM_99_Normal,Tumor
DM-60-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-60-Tumor_GTCCGC_L001_R1_001.fastq.gz': '001670a98b30f073c99cc03a5f2065f5', 'DM-60-Tumor_GTCCGC_L001_R1_002.fastq.gz': '0604c42b25500f3b6f4e1555b8a2b382', 'DM-60-Tumor_GTCCGC_L001_R1_003.fastq.gz': '53c5db38a5eb59323092c8fdd8a44239', 'DM-60-Tumor_GTCCGC_L001_R2_001.fastq.gz': 'd45dcf48da124ed92a2561eb760e69df', 'DM-60-Tumor_GTCCGC_L001_R2_002.fastq.gz': 'cf99da32fc97bad4489872b3bab0bc2f', 'DM-60-Tumor_GTCCGC_L001_R2_003.fastq.gz': 'b409d5a8fdf2bea4a9b5e3358dec71d7', 'DM-60-Tumor_GTCCGC_L002_R1_001.fastq.gz': '5e97d5e7e8e767fbf769ee3c01aa9912', 'DM-60-Tumor_GTCCGC_L002_R1_002.fastq.gz': 'ae1640e2628b51bb5c6d0190f0701a1e', 'DM-60-Tumor_GTCCGC_L002_R1_003.fastq.gz': '672488052f7a77739571e35458a554e7', 'DM-60-Tumor_GTCCGC_L002_R2_001.fastq.gz': '5591f61f2cdf9cd685e078fdf8812bc4', 'DM-60-Tumor_GTCCGC_L002_R2_002.fastq.gz': '2aea335e991d2f06cf0d8d10f5b24c46', 'DM-60-Tumor_GTCCGC_L002_R2_003.fastq.gz': '3710a1ea5035169f5cdad70dde59eeda'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-60-Tumor,,,,,,Tumor
DM-61-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-61-Tumor_GTGAAA_L001_R1_001.fastq.gz': 'e4d6e0c02418ef339585e60408012eea', 'DM-61-Tumor_GTGAAA_L001_R2_001.fastq.gz': '219db5d77dae6665bb593fa0f6331270', 'DM-61-Tumor_GTGAAA_L002_R1_001.fastq.gz': '2aa5e255009cbc9f19849f0846e8d3f3', 'DM-61-Tumor_GTGAAA_L002_R2_001.fastq.gz': '33dd840ca3fa7ddff33b286f215e6895'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-61-Tumor,,,,,,Tumor
DM-62-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-62-Tumor_GTGGCC_L001_R1_001.fastq.gz': '168fe1192d94e71d826e8a866ff3f4e6', 'DM-62-Tumor_GTGGCC_L001_R1_002.fastq.gz': '704f25919e4bd6af9384a23fb1a0982b', 'DM-62-Tumor_GTGGCC_L001_R2_001.fastq.gz': '8ccb448b2f6d0488ccb30a6deb5d204d', 'DM-62-Tumor_GTGGCC_L001_R2_002.fastq.gz': '1865b3784edcd89e2f4d41ce0398cb76', 'DM-62-Tumor_GTGGCC_L002_R1_001.fastq.gz': '03f0c4989432e9ea65d9c643ddeddd76', 'DM-62-Tumor_GTGGCC_L002_R1_002.fastq.gz': '780755677473df64d1ed1b4859ea8351', 'DM-62-Tumor_GTGGCC_L002_R2_001.fastq.gz': '5906bc968e1a2140cef4bb569dd49cb8', 'DM-62-Tumor_GTGGCC_L002_R2_002.fastq.gz': '53a385a3b4e77d387c71184b6707f15e'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-62-Tumor,,,,,,Tumor
DM-63-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-63-Tumor_GTTTCG_L001_R1_001.fastq.gz': '5463ba4dd71391ed6739429d78d662c5', 'DM-63-Tumor_GTTTCG_L001_R1_002.fastq.gz': '9df0420caa218cace4d578d99f5aaeab', 'DM-63-Tumor_GTTTCG_L001_R1_003.fastq.gz': '7bda4c4b4ca499a39680d40495a473c0', 'DM-63-Tumor_GTTTCG_L001_R2_001.fastq.gz': 'e522026bf7ca547edc9f6bb8c246350f', 'DM-63-Tumor_GTTTCG_L001_R2_002.fastq.gz': '597cb21415811b70f3be2886595731b3', 'DM-63-Tumor_GTTTCG_L001_R2_003.fastq.gz': '7d7e2371bb5a518185b5fdf8c99dc4a1', 'DM-63-Tumor_GTTTCG_L002_R1_001.fastq.gz': '6f5b15cdc72842552fef0df1705ab9cc', 'DM-63-Tumor_GTTTCG_L002_R1_002.fastq.gz': '711746f98ab1ee9cada942034e64ffee', 'DM-63-Tumor_GTTTCG_L002_R1_003.fastq.gz': '3858fdde8f3db3c7620f118e28f912f8', 'DM-63-Tumor_GTTTCG_L002_R2_001.fastq.gz': '0aeca28ed6641237f3f48a3f095cbf5d', 'DM-63-Tumor_GTTTCG_L002_R2_002.fastq.gz': '33bb5043c3cf6aa7c81df3a651a74992', 'DM-63-Tumor_GTTTCG_L002_R2_003.fastq.gz': '747a72544456742b06a55a00499dbd55'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-63-Tumor,,,,,,Tumor
DM-66-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-66-Tumor_CGTACG_L001_R1_001.fastq.gz': '7c855dbe9a7208aaa8219eee3fdd95d2', 'DM-66-Tumor_CGTACG_L001_R1_002.fastq.gz': '7c86cd58914e9991f2103fbf7239ed87', 'DM-66-Tumor_CGTACG_L001_R1_003.fastq.gz': '4723d850bb0f1d6a78b89bc77a88e254', 'DM-66-Tumor_CGTACG_L001_R2_001.fastq.gz': 'bb46e4e0fc9872ec4de5508061d63acf', 'DM-66-Tumor_CGTACG_L001_R2_002.fastq.gz': '540135409a63c20f02956a5628a3148a', 'DM-66-Tumor_CGTACG_L001_R2_003.fastq.gz': 'a7447da8ecd2bb05a0af96e078c4cdaf', 'DM-66-Tumor_CGTACG_L002_R1_001.fastq.gz': 'e355aa75c49c6f26b86c02ad1b87e9c5', 'DM-66-Tumor_CGTACG_L002_R1_002.fastq.gz': 'fa41415b3e41e5c5697f9539f306830d', 'DM-66-Tumor_CGTACG_L002_R1_003.fastq.gz': '970113288348af1384d468ce8507c692', 'DM-66-Tumor_CGTACG_L002_R2_001.fastq.gz': '9a89902744ab07b10d5fe2ea0c60e23f', 'DM-66-Tumor_CGTACG_L002_R2_002.fastq.gz': '90867eee9be8c398e7b523bb229827a8', 'DM-66-Tumor_CGTACG_L002_R2_003.fastq.gz': '3e3559c63bfcd80c526a60709fc3e379'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-66-Tumor,,,,,,Tumor
DM-67-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-67-Tumor_GAGTGG_L001_R1_001.fastq.gz': '56c898baef3961d94b947eb5481982af', 'DM-67-Tumor_GAGTGG_L001_R2_001.fastq.gz': 'f1dadecf886ae78bdd130e881b224c85', 'DM-67-Tumor_GAGTGG_L002_R1_001.fastq.gz': 'd38a4696eddfa122ee584306017f1ca2', 'DM-67-Tumor_GAGTGG_L002_R2_001.fastq.gz': '1be4db48f020633ea609865f2d9ebcb4'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-67-Tumor,,,,,,Tumor
DM-69-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-69-Tumor_GGTAGC_L001_R1_001.fastq.gz': '065b6762f3fe3b9778fc421d6699e5f9', 'DM-69-Tumor_GGTAGC_L001_R1_002.fastq.gz': 'cefab265fd10ef8a2d34251b87822707', 'DM-69-Tumor_GGTAGC_L001_R2_001.fastq.gz': '1f25968ada64deafdbf4a63cf870db33', 'DM-69-Tumor_GGTAGC_L001_R2_002.fastq.gz': 'f3a344a179969038c0aee58deb91e740', 'DM-69-Tumor_GGTAGC_L002_R1_001.fastq.gz': '276e5f2be1103d36909fa3ad0b6c4a9d', 'DM-69-Tumor_GGTAGC_L002_R1_002.fastq.gz': '7fa7e2c5d932ff201ee406013e19a7b6', 'DM-69-Tumor_GGTAGC_L002_R2_001.fastq.gz': 'c6dfa943c80219b0bee18d270d4b7402', 'DM-69-Tumor_GGTAGC_L002_R2_002.fastq.gz': '15d9b5f5cee5ffb82d07839912f6dd05'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-69-Tumor,,,,,,Tumor
DM-70-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-70-Tumor_CGATGT_L001_R1_001.fastq.gz': '88de10b09ddc992e42c2127edf9ad391', 'DM-70-Tumor_CGATGT_L001_R1_002.fastq.gz': '2c10280b00ba1819251c47881e8c47b2', 'DM-70-Tumor_CGATGT_L001_R2_001.fastq.gz': 'cf0ce4356e29291de0cd38287197b3e5', 'DM-70-Tumor_CGATGT_L001_R2_002.fastq.gz': '36ac7da745af15d4ba3fdd48bdfab0cd', 'DM-70-Tumor_CGATGT_L002_R1_001.fastq.gz': '682f6f0249cf17bf49f238ac3cf8e53d', 'DM-70-Tumor_CGATGT_L002_R1_002.fastq.gz': '035eff0baa49575c347ef114c1b5969f', 'DM-70-Tumor_CGATGT_L002_R2_001.fastq.gz': 'b1c6c86aebd1ae5412780aebe2246edb', 'DM-70-Tumor_CGATGT_L002_R2_002.fastq.gz': 'dab062417ad39049bb69329118c9cfa5'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-70-Tumor,,,,,,Tumor
DM-81-Tumor,,,BB67_CL,??,BB67_SeqL,BioSci15_BB67,"{'DM-81-Tumor_TGACCA_L001_R1_001.fastq.gz': '66fbfda01274883d4f24aec639395ba2', 'DM-81-Tumor_TGACCA_L001_R1_002.fastq.gz': '67067d3856d70db8f49c2479690adc9b', 'DM-81-Tumor_TGACCA_L001_R2_001.fastq.gz': '41d9028ea52180096ef0d2dba3238382', 'DM-81-Tumor_TGACCA_L001_R2_002.fastq.gz': '8b26c252e3511d39ca7f8523764d5047', 'DM-81-Tumor_TGACCA_L002_R1_001.fastq.gz': '6593bb58165116ff0f120abdbc6a3144', 'DM-81-Tumor_TGACCA_L002_R1_002.fastq.gz': 'ea273abfa1ae0d00cc3427ef26f4f3c0', 'DM-81-Tumor_TGACCA_L002_R2_001.fastq.gz': 'da66af6270660e48600636b9f531fd9f', 'DM-81-Tumor_TGACCA_L002_R2_002.fastq.gz': 'fbca9ee8c3fb98083d17b1b87353c38e'}",HiSeqData/BioSci15_BB67/140516_Project_bastianb-BB67/Sample_DM-81-Tumor,,,,,,Tumor
DM1_Normal,,,BB13_CL,NimV2mix1,BB13_SeqL,Nimblegen10_BB13,"{'DM1_Normal_AAGGGA_L008_R1_001.fastq.gz': 'dc72e75f7822db9505af85edc0794025', 'DM1_Normal_AAGGGA_L008_R1_002.fastq.gz': '187732e7c87edacfdf92ec049f0f290d', 'DM1_Normal_AAGGGA_L008_R2_001.fastq.gz': 'd31e3c065548678cf7b3ba8b0c7cc3ec', 'DM1_Normal_AAGGGA_L008_R2_002.fastq.gz': 'fa6ad07e41809ba6d01cea76885d8adc'}",HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM1_Normal,"{'DM1Normal.bam.bai': '', 'DM1NormalKeepDup.bam.bai': ''}","{'DM1Normal.bam': '', 'DM1NormalKeepDup.bam': '', 'DM1_Normal_AAGGGA_L008_R1_001 reads mapped to hg19 Realigned and Recalibrated.bam': ''}",HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM1_Normal/NexusBAMKeepDup,HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM1_Normal/NexusBAMKeepDup,,Normal
DM1_Tert_Amplicon,,,BB54_CL,NimV3,BB54_SeqL,Nimblegen43_BB54,,,,,,,,Tumor
DM1_Tumor,,,BB13_CL,NimV2mix1,BB13_SeqL,Nimblegen10_BB13,"{'DM1_Tumor_CCTTCA_L008_R1_001.fastq.gz': 'a30fd20a6cc3114e7967359634a3f2b5', 'DM1_Tumor_CCTTCA_L008_R1_002.fastq.gz': '9ef06eaad5857f8bd0b427d27a06fc21', 'DM1_Tumor_CCTTCA_L008_R1_003.fastq.gz': 'bb8cff0d0b1448df9b858b6527ff27b9', 'DM1_Tumor_CCTTCA_L008_R2_001.fastq.gz': '767555c5d83a20a62d04798d6aa30de7', 'DM1_Tumor_CCTTCA_L008_R2_002.fastq.gz': '663e6864634e65e082e8d9494049248f', 'DM1_Tumor_CCTTCA_L008_R2_003.fastq.gz': 'f7de33a6745676d75c96e9182f9c0983'}",HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM1_Tumor,"{'DM1Tumor.bam.bai': '', 'DM1TumorCrest.bam.bai': ''}","{'DM1Tumor.bam': '', 'DM1TumorCrest.bam': '', 'DM1_Tumor_CCTTCA_L008_R1_001 reads mapped to hg19 Realigned and Recalibrated.bam': '', 'DM1_Tumor_CCTTCA_L008_R1_003 reads mapped to hg19 Realigned and Recalibrated.bam': ''}",HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM1_Tumor/ClinicalPipeline,HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM1_Tumor/NexusBAMRound2,DM1_Normal,Tumor
DM11_Normal,,,BB15_CL,NimV2mix1,BB15_SeqL,Nimblegen12_BB15,"{'DM11_Normal_CCTTCA_L001_R1_001.fastq.gz': 'a29ed5e267d065349e4a7e1e935b6975', 'DM11_Normal_CCTTCA_L001_R1_002.fastq.gz': '98164c48a7a4300110757c34c7717ee5', 'DM11_Normal_CCTTCA_L001_R2_001.fastq.gz': '1eb3258656c3452cc269e864d090a0cc', 'DM11_Normal_CCTTCA_L001_R2_002.fastq.gz': '825a3679a0418418bd59c84615e91805'}",HiSeqData/Nimblegen12_BB15/Project_Bastian_Lab_C1T16ACXX_BB15/Sample_DM11_Normal,,,,,,Normal
DM11_Tert_Amplicon,,,BB47_CL,??,BB47_SeqL,Nimblegen40_BB47,"{'DM11_Tert_Amplicon_TGTGAA_L002_R1_001.fastq.gz': '', 'DM11_Tert_Amplicon_TGTGAA_L002_R2_001.fastq.gz': ''}",HiSeqData/Nimblegen40_BB47/131008_D00328_0052_AH7H72ADXX_Project_bastianb-BB47/Sample_DM11_Tert_Amplicon,,,,,,Tumor
DM11_Tumor,,,BB15_CL,NimV2mix1,BB15_SeqL,Nimblegen12_BB15,"{'DM11_Tumor_AAGGGA_L001_R1_001.fastq.gz': '82ed3608ddbf1b3f64e64c5a2b74cf7f', 'DM11_Tumor_AAGGGA_L001_R1_002.fastq.gz': 'b4c7a905eb2743d11c7df5c3b973dd19', 'DM11_Tumor_AAGGGA_L001_R1_003.fastq.gz': '5c61418db6ce69b4b3a9f7317983cb77', 'DM11_Tumor_AAGGGA_L001_R1_004.fastq.gz': '4779ae70e52202ea776a0079f6be5de3', 'DM11_Tumor_AAGGGA_L001_R2_001.fastq.gz': '4db1919a9ce80697af2149621d10058e', 'DM11_Tumor_AAGGGA_L001_R2_002.fastq.gz': '5467cd5d307be0dfc7ac3fa097a69e7e', 'DM11_Tumor_AAGGGA_L001_R2_003.fastq.gz': 'ef278280b3ef6aa73ae86384cbc96a2b', 'DM11_Tumor_AAGGGA_L001_R2_004.fastq.gz': '9e110615a8b1e316df3573eb4d926a22'}",HiSeqData/Nimblegen12_BB15/Project_Bastian_Lab_C1T16ACXX_BB15/Sample_DM11_Tumor,,,,,DM11_Normal,Tumor
DM12_Normal,,,BB13_CL,NimV2mix1,BB13_SeqL,Nimblegen10_BB13,"{'DM12_Normal_ACACGA_L008_R1_001.fastq.gz': '3679464bb8c10dbcc961b1c97dcb1c9c', 'DM12_Normal_ACACGA_L008_R1_002.fastq.gz': '00d798c8c543c87346109e018b9e2df2', 'DM12_Normal_ACACGA_L008_R1_003.fastq.gz': '4416c5809101f9bc686fc92177b9edbe', 'DM12_Normal_ACACGA_L008_R2_001.fastq.gz': 'aae868ef68eeabaf8aa8944050bb199c', 'DM12_Normal_ACACGA_L008_R2_002.fastq.gz': 'c10ae1727ed06cac85bf256dec361ff3', 'DM12_Normal_ACACGA_L008_R2_003.fastq.gz': '244368ffce8ff4408fec700253799921'}",HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM12_Normal,,{'DM12_Normal_ACACGA_L008_R1_002 reads mapped to hg19 Realigned and Recalibrated.bam': ''},,HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM12_Normal,,Normal
DM12_Tumor,,,BB13_CL,NimV2mix1,BB13_SeqL,Nimblegen10_BB13,"{'DM12_Tumor_CACACA_L008_R1_001.fastq.gz': '6ffb26edfbbd644e13f2bccb4dbc3307', 'DM12_Tumor_CACACA_L008_R1_002.fastq.gz': 'd9ef20c71f4f7db9eb360700fda3c309', 'DM12_Tumor_CACACA_L008_R1_003.fastq.gz': 'dd04484b53df55a11eb081ab15b86c89', 'DM12_Tumor_CACACA_L008_R2_001.fastq.gz': 'effdfe0c9ed5194a03fca7ba310de27d', 'DM12_Tumor_CACACA_L008_R2_002.fastq.gz': '1204c20eaf05409081d30b1dc685a743', 'DM12_Tumor_CACACA_L008_R2_003.fastq.gz': '8aa5178c51eafc0dc6a6cf075305312d'}",HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM12_Tumor,"{'DM12Tumor.bam.bai': '', 'DM12TumorCrest.bam.bai': ''}","{'DM12Tumor.bam': '', 'DM12TumorCrest.bam': '', 'DM12_Tumor_CACACA_L008_R1_002 reads mapped to hg19 Realigned and Recalibrated.bam': ''}",HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM12_Tumor/ClinicalPipeline,HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM12_Tumor,DM12_Normal,Tumor
DM13_Normal,,,BB13_CL,NimV2mix1,BB13_SeqL,Nimblegen10_BB13,"{'DM13_Normal_GTGTTA_L008_R1_001.fastq.gz': 'ae7e0ce170f14885ce50ec041cf25285', 'DM13_Normal_GTGTTA_L008_R1_002.fastq.gz': '18abf33817c967bf9170a3ae8561dc49', 'DM13_Normal_GTGTTA_L008_R1_003.fastq.gz': '7a1638c9af69336bbea6cf3402f9cd6d', 'DM13_Normal_GTGTTA_L008_R2_001.fastq.gz': 'e7b827aec04a48d1df7ca18c65960dea', 'DM13_Normal_GTGTTA_L008_R2_002.fastq.gz': 'd592da2fc34315704d0dab1ef27aece7', 'DM13_Normal_GTGTTA_L008_R2_003.fastq.gz': 'c1c2e0244555b1d8007f8ab461d9e672'}",HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM13_Normal,{'DM13Normal.bam.bai': ''},{'DM13Normal.bam': ''},HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM13_Normal,HiSeqData/Nimblegen10_BB13/Project_Bastian_Lab_BB13/Sample_DM13_Normal,,Normal
