Area_ID,Area,Block_ID,Collection method,Area type,HE image,NA_ID,Completion date,People in charge,Notes,Assigned projects
2073 Nevus,2073,13-98648,Scraping,Nevus,,D-552,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS14,Melanoma Evolution
2074 Mel,2074,13-98648,Scraping,Mel,,D-553,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS14,Melanoma Evolution
2807 Tumor,2807,13-99417,,Tumor,,WTMM-19-Tumor_NA,,,,Wild Type Melanoma
2806 Tumor,2806,13-102610,,Tumor,,WTMM-18-Tumor_NA,,,,Wild Type Melanoma
456 Spitz mel,456,13-105024A,,Spitz mel,,SMPR12,,Noel/Chenxu,,Spitz Melanoma
2031 Atypical Melanocytic Proliferation,2031,13-107061,Scraping,Atypical Melanocytic Proliferation,,"OM-5D-2,OM-5D-3",,Noel/Chenxu,,Oral Mucosal Melanoma
566 Nodular Mel,566,13B10486 (eppendorf),,Nodular Mel,,NM D-16,,,,Nodular Melanoma
1328 Tumor,1328,14-077,,Tumor,,KIT-01,,,,Kit mutants
2727 Tumor,2727,14-159-A2,,Tumor,,KAM130-T,,,,Acral Melanoma
2005 Typical Melanotic Macule,2005,14-01007,Scraping,Typical Melanotic Macule,,OM D-67,,Noel/Chenxu,,Oral Mucosal Melanoma
2151 ,2151,14-2508,,,,,,,Progression Cases.,Melanoma Evolution
664 Mel,664,14-03473T3,,Mel,,MDD-33,,,,Melanoma Prognosis
2701 Tumor,2701,14-3598,,Tumor,,"AM-19-Tumor,AM-19-Tumor",,,,Acral Melanoma
964 Mel,964,14-04359-A2 N1,,Mel,,MDD-94,,,,Melanoma Prognosis
2006 Typical Melanotic Macule,2006,14-4953,Scraping,Typical Melanotic Macule,,OM D-68.1,,Noel/Chenxu,,Oral Mucosal Melanoma
2007 Atypical Melanocytic Proliferation,2007,14-4953,Scraping,Atypical Melanocytic Proliferation,,OM D-68.2,,Noel/Chenxu,,Oral Mucosal Melanoma
2008 Atypical Melanocytic Proliferation,2008,14-4953,Scraping,Atypical Melanocytic Proliferation,,OM D-68.3,,Noel/Chenxu,,Oral Mucosal Melanoma
2728 Normal,2728,14-4989D3,,Normal,,KAM131-N,,,,Acral Melanoma
2729 Tumor,2729,14-4989D3,,Tumor,,KAM131-T,,,,Acral Melanoma
1350 Tumor,1350,14-11769,,Tumor,,CGH14-032,,,,CGH Validation
2683 Normal,2683,14-12190A1,Scraping,Normal,,MucM D-020,,,,Mucosal Melanoma
2681 MIS,2681,14-12190L4,Scraping,MIS,,,,,,Mucosal Melanoma
2680 Invasive,2680,14-12190L4,Scraping,Invasive,,,,,,Mucosal Melanoma
2682 Normal,2682,14-12190L4,Scraping,Normal,,MucM D-019,,,,Mucosal Melanoma
2700 Tumor,2700,14-13830,,Tumor,,"AM-18-Tumor,AM-18-Tumor",,,,Acral Melanoma
1965 Typical Melanotic Macule,1965,14-14773,Scraping,Typical Melanotic Macule,,"OM D-35,OM R-35",,Noel/Chenxu,,Oral Mucosal Melanoma
999 Tumor,999,14-15427,,Tumor,,CGH14-050,,Iwei,PRKC fused cases,PRKC Fused Cases
965 Mel,965,14-17085-A2 M1,,Mel,,MDD-95,,,,Melanoma Prognosis
622 Nevus?,622,14-29390,,Nevus?,,CGH14-083-D,,Iwei,,Possible TERT Fusion
1473 Recurrence 1,1473,14-31886,Scraping,Recurrence 1,,"AM2 D-259,AM2 R-259,AM2 D-468,AM2 R-468",,Noel/Chenxu,,Acral Melanoma
1624 Normal,1624,14-31886,Scraping,Normal,,"AM2 D-467,AM2 R-467",,Noel/Chenxu,,Acral Melanoma
2702 Tumor,2702,14-32353,,Tumor,,"AM-20-Tumor,AM-20-Tumor",,,,Acral Melanoma
2078 Normal,2078,14-33100,Scraping,Normal,,D-557,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS17,Melanoma Evolution
2079 Nevus,2079,14-33100,Scraping,Nevus,,D-558,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS17,Melanoma Evolution
2080 Mel,2080,14-33100,Scraping,Mel,,D-559,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS17,Melanoma Evolution
1634 Mel,1634,14-34758,Scraping,Mel,,"MMD-09,MMR-09,MMD-55,MMR-55,MMD-69",,Noel/Chenxu,,California Cancer Registry
1534 Skin Met1,1534,14-35086A,Scraping,Skin Met1,,"AM2 D-313,AM2 R-313,AM2 D-459,AM2 R-459",,Noel/Chenxu,,Acral Melanoma
1535 Normal,1535,14-37577A5,Scraping,Normal,,"AM2 D-314,AM2 R-314,AM2 D-410,AM2 D-411,AM2 R-410,AM2 R-411",,Noel/Chenxu,Merge:  Both Normal from AM2-099-3,Acral Melanoma
1536 Skin Met2,1536,14-37577A5,Scraping,Skin Met2,,"AM2 D-316,AM2 R-316",,Noel/Chenxu,,Acral Melanoma
2703 Tumor,2703,14-37911A,,Tumor,,"AM-21-Tumor,AM-21-Tumor",,,,Acral Melanoma
452 Spitz mel,452,14-39393,,Spitz mel,,SMPR2,,Noel/Chenxu,,Spitz Melanoma
1351 Tumor,1351,14-42631,,Tumor,,CGH14-119,,,,CGH Validation
1001 Tumor,1001,14-43805,,Tumor,,CGH14-147,,Iwei,NRAS sequencing,NRAS Amplified
2171 ,2171,14-44611,,,,,,,,
1352 Tumor,1352,14-46549,,Tumor,,CGH14-144,,,,CGH Validation
2081 Normal,2081,14-47962,Punch,Normal,,D-645,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS18,Melanoma Evolution
2083 Mel,2083,14-47962,Scraping,Mel,,D-647,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS18,Melanoma Evolution
2082 Nevus,2082,14-47962,Punch,Nevus,,D-646,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS18,Melanoma Evolution
492 nevus or nevus like,492,14-48102,,nevus or nevus like,,CGH14-145,,Noel/Chenxu,,Nevus Library
2125 Nevus,2125,14-50051,,Nevus,,"DNA-289,RNA-289",,,,Melanoma Epigenetics
2124 Mel,2124,14-50051,,Mel,,"DNA-288,RNA-288",,,,Melanoma Epigenetics
2126 Normal,2126,14-50051,,Normal,,DNA-290,,,,Melanoma Epigenetics
2168 ,2168,14-53094	,,,,,,,,Melanoma Evolution
2172 ,2172,14-53375,,,,,,,,
2176 ,2176,14-53894B,,,,,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\T\T3,
1353 Tumor,1353,14-57552,,Tumor,,CGH14-181,,,,CGH Validation
2177 ,2177,14-58579,,,,,,,Progression Cases. bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\T\T5,
2173 ,2173,14-58586,,,,,,,,
454 Spitz mel,454,14-59414,,Spitz mel,,SMPR4,,Noel/Chenxu,,Spitz Melanoma
2174 ,2174,14-61297,,,,,,,,
2175 ,2175,14-61299,,,,,,,,
2075 Normal,2075,14-64047,Scraping,Normal,,D-554,,,Progression Cases.	bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS16,Melanoma Evolution
2076 Nevus,2076,14-64047,Scraping,Nevus,,D-555,,,Progression Cases. 	bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS16,Melanoma Evolution
2077 Mel,2077,14-64047,Scraping,Mel,,D-556,,,Progression Cases. 	bastianlab2\HiSeqData_Hunter\JJS_T\AperioScans\JJS\JJS16,Melanoma Evolution
2704 Tumor,2704,14-66686B,,Tumor,,"AM-22-Tumor,AM-22-Tumor",,,,Acral Melanoma
1964 Typical Melanotic Macule,1964,14-70636,Scraping,Typical Melanotic Macule,,"OM D-34,OM R-34",,Noel/Chenxu,,Oral Mucosal Melanoma
2084 Normal,2084,14-73175B,Scraping,Normal,,D-560,,,Progression Cases.,Melanoma Evolution
2085 Nevus,2085,14-73175B,Scraping,Nevus,,D-561,,,Progression Cases.,Melanoma Evolution
2086 Mel,2086,14-73175B,Scraping,Mel,,D-562,,,Progression Cases.,Melanoma Evolution
2111 Mel,2111,14-73175B,,Mel,,"DNA-275,RNA-275",,,Progression Cases.,Melanoma Epigenetics
2112 Nevus,2112,14-73175B,,Nevus,,"DNA-276,RNA-276",,,Progression Cases.,Melanoma Epigenetics
2113 Normal,2113,14-73175B,,Normal,,"DNA-277,DNA-291",,,Progression Cases.,Melanoma Epigenetics
2130 Nevus,2130,14-73175B,,Nevus,,"DNA-313,RNA-313",,,,Melanoma Epigenetics
2088 Nevus,2088,14-78242,Scraping,Nevus,,"D-564,DNA-295,RNA-295",,,Progression Cases. Block is missing (08/15/22) and there are no other blocks to get Normal tissue from.,Melanoma Epigenetics
2087 Normal,2087,14-78242,Scraping,Normal,,"D-563,DNA-296",,,Progression Cases. Block is missing (08/15/22) and there are no other blocks to get Normal tissue from.,Melanoma Epigenetics
2089 Mel,2089,14-78242,Scraping,Mel,,"D-565,DNA-294,RNA-294",,,Progression Cases. Block is missing (08/15/22) and there are no other blocks to get Normal tissue from.,Melanoma Epigenetics
1355 Tumor,1355,14-82758,,Tumor,,CGH14-293,,,,CGH Validation
2705 Tumor,2705,14-83646,,Tumor,,"AM-23-Tumor,AM-23-Tumor",,,,Acral Melanoma
1354 Tumor,1354,14-83928,,Tumor,,CGH14-286,,,,CGH Validation
2710 Tumor,2710,14-88685,,Tumor,,"AM-28-Tumor,AM-28-Tumor",,,,Acral Melanoma
623 Nevus?,623,14-90528,,Nevus?,,CGH14-341-D,,Iwei,,Possible TERT Fusion
1356 Tumor,1356,14-95595,,Tumor,,CGH14-328,,Iwei,,CGH Validation
493 nevus or nevus like,493,14-96361,,nevus or nevus like,,CGH14-348,,Noel/Chenxu,,Nevus Library
2706 Tumor,2706,14-99831,,Tumor,,"AM-24-Tumor,AM-24-Tumor",,,,Acral Melanoma
2697 Tumor,2697,14-102015A,,Tumor,,"AM-15-Tumor,AM-15-Tumor",,,,Acral Melanoma
486 nevus or nevus like,486,14-113821,,nevus or nevus like,,NLD-022,,Noel/Chenxu,,Cafe au Lait
461 Spitz mel,461,14-115431A,,Spitz mel,,SMPR58A,,Noel/Chenxu,,Spitz Melanoma
462 Spitz mel,462,14-115431C,,Spitz mel,,SMPR58B,,Noel/Chenxu,,Spitz Melanoma
2709 Tumor,2709,14-118975,,Tumor,,"AM-27-Tumor,AM-27-Tumor",,,,Acral Melanoma
565 Nodular Mel,565,14B1910 (eppendorf),,Nodular Mel,,NM D-15,,,,Nodular Melanoma
558 Nodular Mel,558,14B13985 (eppendorf),,Nodular Mel,,NM D-08,,,,Nodular Melanoma
1544 LN Met 3,1544,15-0176A1,Scraping,LN Met 3,,"AM2 D-324,AM2 R-324",,Noel/Chenxu,,Acral Melanoma
1545 LN Met 4,1545,15-0176A1,Scraping,LN Met 4,,"AM2 D-325,AM2 R-325",,Noel/Chenxu,,Acral Melanoma
1546 LN Met5,1546,15-00176S2,Scraping,LN Met5,,"AM2 D-326,AM2 R-326",,Noel/Chenxu,,Acral Melanoma
2032 Atypical Melanocytic Proliferation,2032,15-1495,Scraping,Atypical Melanocytic Proliferation,,"OM-6D-2,OM-6D-3",,Noel/Chenxu,,Oral Mucosal Melanoma
665 Mel,665,15-02416T2,,Mel,,MDD-34,,,,Melanoma Prognosis
2707 Tumor,2707,15-3641,,Tumor,,"AM-25-Tumor,AM-25-Tumor",,,,Acral Melanoma
1519 LN Met 1,1519,15-3736A1,Scraping,LN Met 1,,"AM2 D-294,AM2 R-294,AM2 R-523,AM2 D-523",,Noel/Chenxu,,Acral Melanoma
1515 Mel1,1515,15-3736C1,Scraping,Mel1,,"AM2 D-293,AM2 R-293,AM2 D-455,AM2 R-455",,Noel/Chenxu,,Acral Melanoma
1516 Mel2,1516,15-3736C1,Scraping,Mel2,,"AM2 D-355,AM2 R-355,AM2 D-483 (P041_03D)",,Noel/Chenxu,,Acral Melanoma
1517 Mel3,1517,15-3736C1,Scraping,Mel3,,"AM2 D-356,AM2 R-356,AM2 R-506,AM2 D-506",,Noel/Chenxu,,Acral Melanoma
1518 Mel4,1518,15-3736C1,Scraping,Mel4,,"AM2 D-357,AM2 R-357,AM2 D-456,AM2 R-456",,Noel/Chenxu,,Acral Melanoma
1612 Normal,1612,15-3736C1,Scraping,Normal,,AM2 D-367,,Noel/Chenxu,,Acral Melanoma
1521 Normal,1521,15-3736C5,Scraping,Normal,,"AM2 D-296,AM2 R-296,AM2 D-366",,Noel/Chenxu,,Acral Melanoma
1522 Mel5,1522,15-3736C5,Scraping,Mel5,,"AM2 D-297,AM2 R-297",,Noel/Chenxu,,Acral Melanoma
1523 Normal,1523,15-4505A1,Scraping,Normal,,"AM2 D-298,AM2 R-298",,Noel/Chenxu,"Merge: AM2-097-1, and AM2-097-2",Acral Melanoma
1524 Mel1,1524,15-4505A1,Scraping,Mel1,,"AM2 D-299,AM2 R-299,AM2 R-525,AM2 D-525",,Noel/Chenxu,,Acral Melanoma
1525 MIS1,1525,15-4505A1,Scraping,MIS1,,"AM2 D-300,AM2 R-300,AM2 R-526,AM2 D-526",,Noel/Chenxu,,Acral Melanoma
1526 Normal,1526,15-4505B,Scraping,Normal,,"AM2 D-298,AM2 R-298,AM2 D-528,AM2 R-528",,Noel/Chenxu,"Merge: AM2-097-1, and AM2-097-2",Acral Melanoma
1527 LN Met 1,1527,15-4505C,Scraping,LN Met 1,,"AM2 D-303,AM2 R-303",,Noel/Chenxu,,Acral Melanoma
1528 LN Met 2,1528,15-4505C,Scraping,LN Met 2,,"AM2 D-304,AM2 R-304,AM2 R-527,AM2 D-527",,Noel/Chenxu,,Acral Melanoma
1357 Tumor,1357,15-10108,,Tumor,,CGH15-043,,,,CGH Validation
2160 Normal,2160,15-12964B,,Normal,,,,,Progression Cases.,Melanoma Evolution
2277 Mel,2277,15-12964B,,Mel,,,,,,Melanoma Evolution
2278 Nevus,2278,15-12964B,,Nevus,,,,,,Melanoma Evolution
2166 Normal,2166,"15-14665B,15-14665C",,Normal,,,,,Progression Cases.,Melanoma Evolution
2279 Mel,2279,"15-14665B,15-14665C",,Mel,,,,,,Melanoma Evolution
2280 Nevus,2280,"15-14665B,15-14665C",,Nevus,,,,,,Melanoma Evolution
"436 common, sclerotic dermal component ",436,15-16261,,"common, sclerotic dermal component ",,SM D-13,,Noel/Chenxu,,Nevus Library
2711 Tumor,2711,15-16543B,,Tumor,,"AM-29-Tumor,AM-29-Tumor",,,,Acral Melanoma
1358 Tumor,1358,15-16907A,,Tumor,,CGH15-064,,,,CGH Validation
1476 Mel2,1476,15-17010A1,Scraping,Mel2,,"AM2 D-262,AM2 R-262,AM2 D-482 (P041_03C)",,Noel/Chenxu,,Acral Melanoma
1475 Mel1,1475,15-17010A1,Scraping,Mel1,,"AM2 D-261,AM2 R-261,AM2 D-363,AM2 R-363,AM2 D-485,AM2 R-485",,Noel/Chenxu,,Acral Melanoma
1477 Mel3,1477,15-17010A1,Scraping,Mel3,,"AM2 D-263,AM2 R-263",,Noel/Chenxu,,Acral Melanoma
1478 Normal,1478,15-17010C1,Scraping,Normal,,"AM2 D-264,AM2 R-264,AM2 D-488,AM2 D-489,AM2 R-488,AM2 R-489",,Noel/Chenxu,"15-17010C, 15-17010A2",Acral Melanoma
1479 LN Met 1,1479,15-17010C1,Scraping,LN Met 1,,"AM2 D-265,AM2 R-265,AM2 D-486-1,AM2 R-486-1",,Noel/Chenxu,,Acral Melanoma
1489 LN Met 2,1489,15-17010C1,Scraping,LN Met 2,,"AM2 D-266,AM2 R-266,AM2 D-486-2,AM2 R-486-2",,Noel/Chenxu,,Acral Melanoma
1520 Met2,1520,15-18463,Scraping,Met2,,"AM2 D-295,AM2 R-295,AM2 R-524,AM2 D-524",,Noel/Chenxu,,Acral Melanoma
424 Blue + spitz,424,15-21302,,Blue + spitz,,SM D-01,,Noel/Chenxu,,Nevus Library
2162 Normal,2162,15-21741,,Normal,,,,,Progression Cases.,Melanoma Evolution
2283 Mel,2283,15-21741,,Mel,,,,,,Melanoma Evolution
2284 Nevus,2284,15-21741,,Nevus,,,,,,Melanoma Evolution
666 Mel,666,15-22166T4,,Mel,,MDD-35,,,,Melanoma Prognosis
2157 Capture Area D1,2157,15-22411,,Capture Area D1,,,,,,Spatial Gene Expression
2158 Normal,2158,15-22411,,Normal,,,,,Progression Cases.,Melanoma Evolution
2273 Mel,2273,15-22411,,Mel,,,,,,Melanoma Evolution
2274 Nevus,2274,15-22411,,Nevus,,,,,,Melanoma Evolution
1610 Invasive Primary Mel,1610,15-24753A1,Scraping,Invasive Primary Mel,,"AM2 D-423,AM2 R-423",,Noel/Chenxu,,Acral Melanoma
1359 Tumor,1359,15-25818,,Tumor,,CGH15-081,,,,CGH Validation
1548 Mel1,1548,15-26253A1,Scraping,Mel1,,"AM2 D-328,AM2 R-328,AM2 D-460,AM2 R-460",,Noel/Chenxu,,Acral Melanoma
1547 Normal,1547,15-26253A1,Scraping,Normal,,"AM2 D-327,AM2 R-327",,Noel/Chenxu,,Acral Melanoma
1549 Mel2,1549,15-26253A1,Scraping,Mel2,,"AM2 D-329,AM2 R-329,AM2 D-461,AM2 R-461",,Noel/Chenxu,,Acral Melanoma
1550 MIS1,1550,15-26253A1,Scraping,MIS1,,"AM2 D-330,AM2 R-330",,Noel/Chenxu,,Acral Melanoma
1474 Met1,1474,15-29364A1,Scraping,Met1,,"AM2 D-260,AM2 R-260",,Noel/Chenxu,,Acral Melanoma
1966 Typical Melanotic Macule,1966,15-30226,Scraping,Typical Melanotic Macule,,"OM D-36,OM R-36",,Noel/Chenxu,,Oral Mucosal Melanoma
618 Mel,618,15-32174T2,,Mel,,MDD-36,,,,Melanoma Prognosis
1361 Tumor,1361,15-33496,,Tumor,,CGH15-090,,,,CGH Validation
1362 Tumor,1362,15-41815,,Tumor,,CGH15-115,,,,CGH Validation
625 Nevus?,625,15-42060,,Nevus?,,CGH15-109-D,,Iwei,,Possible TERT Fusion
1681 Mel,1681,15-43069A,Scraping,Mel,,"MMD-73,MMD-74,MMD-75,MMD-93,MMR-73,MMR-74,MMR-93",,Noel/Chenxu,,California Cancer Registry
1983 Typical Melanotic Macule,1983,15-43382,Scraping,Typical Melanotic Macule,,OM D-51,,Noel/Chenxu,,Oral Mucosal Melanoma
2698 Tumor,2698,15-45455F,,Tumor,,"AM-16-Tumor,AM-16-Tumor",,,,Acral Melanoma
2170 Normal,2170,15-48134,,Normal,,,,,,Melanoma Evolution
2271 Mel,2271,15-48134,,Mel,,,,,,Melanoma Evolution
2272 Nevus,2272,15-48134,,Nevus,,,,,,Melanoma Evolution
1541 Normal,1541,15-48543A1,Scraping,Normal,,"AM2 D-321,AM2 R-321,AM2 D-362,AM2 D-471,AM2 R-471",,Noel/Chenxu,,Acral Melanoma
1542 Skin Met1,1542,15-48543A1,Scraping,Skin Met1,,"AM2 D-322,AM2 R-322,AM2 D-472,AM2 R-472,AM2 D-496,AM2 R-496",,Noel/Chenxu,,Acral Melanoma
2159 Normal,2159,15-50051,,Normal,,,,,Progression Cases.,Melanoma Evolution
2275 Mel,2275,15-50051,,Mel,,,,,,Melanoma Evolution
2276 Nevus,2276,15-50051,,Nevus,,,,,,Melanoma Evolution
1363 Tumor,1363,15-52489,,Tumor,,CGH15-139,,,,CGH Validation
458 Spitz mel,458,15-52921B,,Spitz mel,,SMPR48,,Noel/Chenxu,,Spitz Melanoma
1364 Tumor,1364,15-60391,,Tumor,,CGH15-151,,,,CGH Validation
1365 Tumor,1365,15-61456,,Tumor,,CGH15-163,,,,CGH Validation
1366 Tumor,1366,15-71393,,Tumor,,CGH15-176,,,,CGH Validation
430 common + blue,430,15-72350,,common + blue,,SM D-07,,Noel/Chenxu,,Nevus Library
1984 Typical Melanotic Macule,1984,15-74487,Scraping,Typical Melanotic Macule,,OM D-52,,Noel/Chenxu,,Oral Mucosal Melanoma
2161 Normal,2161,15-85517,,Normal,,,,,Progression Cases.,Melanoma Evolution
2281 Mel,2281,15-85517,,Mel,,,,,,Melanoma Evolution
2282 Nevus,2282,15-85517,,Nevus,,,,,,Melanoma Evolution
1982 Typical Melanotic Macule,1982,15-86891,Scraping,Typical Melanotic Macule,,OM D-50,,Noel/Chenxu,,Oral Mucosal Melanoma
1369 Tumor,1369,15-87833,,Tumor,,CGH15-211,,,,CGH Validation
1367 Tumor,1367,15-88900,,Tumor,,CGH15-206,,,,CGH Validation
1368 Tumor,1368,15-92618,,Tumor,,CGH15-210,,,,CGH Validation
1985 Typical Melanotic Macule,1985,15-96473,Scraping,Typical Melanotic Macule,,OM D-53,,Noel/Chenxu,,Oral Mucosal Melanoma
2153 Normal,2153,15-98263,,Normal,,,,,Progression Cases.,Melanoma Evolution
2285 Mel,2285,15-98263,,Mel,,,,,,
2286 Nevus,2286,15-98263,,Nevus,,,,,,
1967 Typical Melanotic Macule,1967,15-99261C,Scraping,Typical Melanotic Macule,,"OM D-37,OM R-37",,Noel/Chenxu,,Oral Mucosal Melanoma
1000 Tumor,1000,15-101612,,Tumor,,CGH15-249,,Iwei,NRAS sequencing,NRAS Amplified
485 nevus or nevus like,485,15-101715,,nevus or nevus like,,NLD-021,,Noel/Chenxu,,Nevus Library
1968 Typical Melanotic Macule,1968,15-102731B,Scraping,Typical Melanotic Macule,,"OM D-38,OM R-38",,Noel/Chenxu,,Oral Mucosal Melanoma
1455 Nevus,1455,15-102927,,Nevus,,"SND-05,SNR-05,SND-40",,Noel/Chenxu,,Sclerotic Nevi
1370 Tumor,1370,15-110181,,Tumor,,CGH15-246,,,,CGH Validation
1371 Tumor,1371,15-116253,,Tumor,,CGH15-253,,,,CGH Validation
1372 Tumor,1372,15-117186,,Tumor,,CGH15-263,,,,CGH Validation
"437 common, sclerotic dermal component ",437,15-118245A,,"common, sclerotic dermal component ",,SM D-14,,Noel/Chenxu,,Nevus Library
1969 Typical Melanotic Macule,1969,15-122774,Scraping,Typical Melanotic Macule,,"OM D-39,OM R-39",,Noel/Chenxu,,Oral Mucosal Melanoma
2009 Typical Melanotic Macule,2009,15-122795,Scraping,Typical Melanotic Macule,,OM D-69,,Noel/Chenxu,,Oral Mucosal Melanoma
1373 Tumor,1373,15-123058,,Tumor,,CGH16-002,,,,CGH Validation
1552 Normal,1552,16-552A7,Scraping,Normal,,AM2 D-332,,Noel/Chenxu,"Merge: AM2-102-1, AM2-102-5-2, AM2-102-5-1",Acral Melanoma
1553 Mel1,1553,16-552A7,Scraping,Mel1,,"AM2 D-333,AM2 R-333,AM2 D-464,AM2 R-464",,Noel/Chenxu,,Acral Melanoma
1554 Mel2,1554,16-552A7,Scraping,Mel2,,"AM2 D-334,AM2 R-334,AM2 D-465,AM2 R-465",,Noel/Chenxu,,Acral Melanoma
1555 MIS1,1555,16-552A7,Scraping,MIS1,,"AM2 D-335,AM2 R-335",,Noel/Chenxu,,Acral Melanoma
1556 MIS2,1556,16-552A7,Scraping,MIS2,,"AM2 D-336,AM2 R-336",,Noel/Chenxu,,Acral Melanoma
1557 MIS3,1557,16-552A7,Scraping,MIS3,,"AM2 D-337,AM2 R-337,AM2 D-466,AM2 R-466,AM2 R-508,AM2 D-508",,Noel/Chenxu,,Acral Melanoma
890 Blue Nevus,890,16-1675,,Blue Nevus,,DNA-92,,Vivek Mishra,,Melanoma Epigenetics
1970 Intramucosal Nevus,1970,16-2833,Scraping,Intramucosal Nevus,,OM D-40.1,,Noel/Chenxu,,Oral Mucosal Melanoma
2003 Intramucosal Nevus,2003,16-2833,Scraping,Intramucosal Nevus,,OM D-40.2,,Noel/Chenxu,,Oral Mucosal Melanoma
1988 Typical Melanotic Macule,1988,16-8674,Scraping,Typical Melanotic Macule,,OM D-56,,Noel/Chenxu,,Oral Mucosal Melanoma
1537 Skin Met4,1537,16-9204,Scraping,Skin Met4,,"AM2 D-317,AM2 R-317",,Noel/Chenxu,,Acral Melanoma
1570 Mel1,1570,16-10035A3,Scraping,Mel1,,"AM2 D-350,AM2 R-350",,Noel/Chenxu,,Acral Melanoma
1569 Normal,1569,16-10035A3,Scraping,Normal,,AM2 D-349,,Noel/Chenxu,,Acral Melanoma
1571 Mel2,1571,16-10035A3,Scraping,Mel2,,"AM2 D-351,AM2 R-351",,Noel/Chenxu,,Acral Melanoma
1573 MIS2,1573,16-10035A3,Scraping,MIS2,,"AM2 D-353,AM2 R-353",,Noel/Chenxu,,Acral Melanoma
1572 MIS1,1572,16-10035A3,Scraping,MIS1,,"AM2 D-352,AM2 R-352",,Noel/Chenxu,,Acral Melanoma
1574 LN Met 1,1574,16-10035C,Scraping,LN Met 1,,"AM2 D-354,AM2 R-354",,Noel/Chenxu,,Acral Melanoma
1375 Tumor,1375,16-10466,,Tumor,,CGH16-025,,,,CGH Validation
165 DN,165,16-12574,,DN,,TPP 1_1,,Raagini Suresh,,Dysplastic Nevus
1374 Tumor,1374,16-13909,,Tumor,,CGH16-023,,,,CGH Validation
2180 Mel1,2180,16-17132B,,Mel1,,"DNA-330,RNA-330",,,,Melanoma Epigenetics
2181 Mel2,2181,16-17132B,,Mel2,,"DNA-331,RNA-331",,,,Melanoma Epigenetics
2182 Nevus,2182,16-17132B,,Nevus,,"DNA-332,RNA-332",,,,Melanoma Epigenetics
2183 Normal,2183,16-17132B,,Normal,,DNA-333,,,,Melanoma Epigenetics
1378 Tumor,1378,16-18320A,,Tumor,,CGH16-038,,,,CGH Validation
1386 Tumor,1386,16-19890,,Tumor,,CGH16-097,,,,CGH Validation
1376 Tumor,1376,16-19895,,Tumor,,CGH16-032,,,,CGH Validation
1377 Tumor,1377,16-20360,,Tumor,,CGH16-035,,,,CGH Validation
1538 Skin Met3,1538,16-21256,Scraping,Skin Met3,,"AM2 D-318,AM2 R-318",,Noel/Chenxu,,Acral Melanoma
1613 Normal,1613,16-21256,Scraping,Normal,,AM2 D-360,,Noel/Chenxu,,Acral Melanoma
1998 Intramucosal Nevus,1998,16-24795,Scraping,Intramucosal Nevus,,OM D-64,,Noel/Chenxu,,Oral Mucosal Melanoma
1379 Tumor,1379,16-25723,,Tumor,,CGH16-053,,,,CGH Validation
1381 Tumor,1381,16-26672,,Tumor,,CGH16-062,,,,CGH Validation
1385 Tumor,1385,16-27084,,Tumor,,CGH16-093,,,,CGH Validation
1380 Tumor,1380,16-30292,,Tumor,,CGH16-054,,,,CGH Validation
627 Mel,627,16-31317T4,,Mel,,MDD-37,,,,Melanoma Prognosis
1382 Tumor,1382,16-31382,,Tumor,,CGH16-071,,,,CGH Validation
1606 Invasive Primary Mel 1,1606,16-32182,Scraping,Invasive Primary Mel 1,,"AM2 D-419,AM2 R-419,AM2 R-510,AM2 D-510",,Noel/Chenxu,,Acral Melanoma
1607 Invasive Primary Mel 2,1607,16-32182,Scraping,Invasive Primary Mel 2,,"AM2 D-420,AM2 R-420,AM2 R-511,AM2 D-511",,Noel/Chenxu,,Acral Melanoma
"427 blue nevus, cellular,  DF like",427,16-33907,,"blue nevus, cellular,  DF like",,SM D-04,,Noel/Chenxu,,Nevus Library
1608 Normal,1608,16-35844B2,Scraping,Normal,,AM2 D-421,,Noel/Chenxu,,Acral Melanoma
1609 LN Met 1,1609,16-35844B2,Scraping,LN Met 1,,"AM2 D-422,AM2 R-422",,Noel/Chenxu,,Acral Melanoma
2184 Mel,2184,16-35900,,Mel,,"DNA-334,RNA-334",,,,Melanoma Epigenetics
2185 Nevus,2185,16-35900,,Nevus,,"DNA-335,RNA-335",,,,Melanoma Epigenetics
2186 Normal,2186,16-35900,,Normal,,DNA-336,,,,Melanoma Epigenetics
